Rank,Name,Platform,Year,Publisher,NA_Sales,EU_Sales
15604,Command & Conquer 3: Kane's Wrath,PC,2008,Electronic Arts,0,0.01
15605,Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Kadokawa Shoten,0,0
15606,Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Victor Interactive,0,0
15607,Aqua Panic!,DS,2009,Neko Entertainment,0.01,0.01
15608,James Bond 007: Blood Stone,PC,2010,Activision,0.02,0
15609,Writing and Speaking Beautiful Japanese DS,DS,N/A,Unknown,0,0
15610,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Sega,0,0
15611,Kong: The Animated Series,GBA,2002,BAM! Entertainment,0.01,0
15612,Heavy Fire: Afghanistan,PC,2011,Mastiff,0.02,0
15613,Let's Dance with Mel B,X360,2011,Black Bean Games,0,0.02
15614,Agatha Christie: Death on the Nile,PC,2008,Big Fish Games,0,0.01
15615,The Crew: Wild Run,XOne,2015,Ubisoft,0,0.02
15616,Toukiden 2,PS3,2016,Tecmo Koei,0,0
15617,Koisuru Otome to Shugo no Tate Portable,PSP,2010,Alchemist,0,0
15618,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Irem Software Engineering,0,0
15619,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Namco Bandai Games,0,0
15620,Iridium Runners,PS2,2008,SouthPeak Games,0.01,0.01
15621,Ben 10 Omniverse 2,3DS,2013,Namco Bandai Games,0,0.02
15622,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Kadokawa Shoten,0,0
15623,Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007,D3Publisher,0,0
15624,Dancing on Ice,DS,2010,Ghostlight,0,0.02
15625,Tiny Toon Adventures: Wacky Stackers,GBA,2001,Conspiracy Entertainment,0.01,0
15626,Princess Frontier Portable,PSP,2011,Alchemist,0,0
15627,Rock Blast,Wii,2010,UFO Interactive,0.02,0
15628,Touch Detective (JP sales),DS,2006,505 Games,0,0
15629,Tomb Raider: Legend,PC,2006,Eidos Interactive,0,0.01
15630,Emergency Mayhem,Wii,2008,Codemasters,0.02,0
15631,Rising Zan: The Samurai Gunman,PS,1998,Agetec,0.01,0.01
15632,Mai-Otome Hime: Otome Butou Shi,PS2,2006,Sunrise Interactive,0,0
15633,Robopon 2: Cross Version,GBA,2001,Hudson Entertainment,0.01,0
15634,TMNT: Mutant Melee,XB,2005,Konami Digital Entertainment,0.01,0
15635,Ultimate Puzzle Games,GBA,2005,Telegames,0.01,0
15636,Combat Flight Simulator 3: Battle for Europe,PC,2002,Microsoft Game Studios,0.01,0.01
15637,Kimikare: New Semester,PSP,2012,Idea Factory,0,0
15638,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008,Marvelous Interactive,0,0
15639,Haneru no Tobira Wii: Girigirissu,Wii,2007,Namco Bandai Games,0,0
15640,RoboCop,XB,2003,Titus,0.01,0
15641,Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Starfish,0,0
15642,Lara Croft and the Temple of Osiris,PC,2014,Square Enix,0,0.02
15643,Final Fantasy XIV: Heavensward,PC,2015,Square Enix,0.01,0.01
15644,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Prototype,0,0
15645,Blazing Souls,PS2,2006,Idea Factory,0,0
15646,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,CyberFront,0,0
15647,NHL 2K3,GC,2002,Sega,0.01,0
15648,PDC World Championship Darts 2009,Wii,2009,Oxygen Interactive,0,0.02
15649,Tour de France 2014,PS3,2014,Focus Home Interactive,0,0.02
15650,The Hustle: Detroit Streets,XB,2006,Activision,0.01,0
15651,Tail of the Sun,PS,1996,ArtDink,0.01,0.01
15652,Canada Hunt,Wii,2010,Virtual Play Games,0.02,0
15653,Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Atari,0.01,0
15654,Airline Tycoon,PC,2000,Interplay,0,0.01
15655,Virtua Quest,PS2,N/A,Unknown,0.01,0.01
15656,Disney Sports Basketball,GBA,2002,Konami Digital Entertainment,0.01,0
15657,Bejeweled Blitz,PC,2010,Mastertronic,0,0.01
15658,Ozzy & Drix,GBA,2003,Midway Games,0.01,0
15659,Barnyard Blast: Swine of the Night,DS,2008,Big Ben Interactive,0.02,0
15660,SBK09 Superbike World Championship,PS3,2009,Black Bean Games,0,0.01
15661,Song of the Deep,PC,2016,Insomniac Games,0.02,0
15662,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Yamasa Entertainment,0,0
15663,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Tecmo Koei,0,0
15664,Disney Sports Football,GC,2002,Konami Digital Entertainment,0.01,0
15665,Castle Shikigami 2,PS2,2004,Play It,0.01,0.01
15666,Wizardry Twin Pack,PS3,2011,Acquire,0,0
15667,Rabbids Invasion: The Interactive TV Show,PS4,2014,Ubisoft,0,0.01
15668,Moe Star: Moeru Toudai Eigojuku,DS,2008,Mirai Shounen,0,0
15669,Gadget Racers (PAL),PS2,2002,Zoo Digital Publishing,0,0
15670,Pulse Racer,XB,2003,Jaleco,0.01,0
15671,Freestyle Metal X,GC,2003,Midway Games,0.01,0
15672,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Konami Digital Entertainment,0,0
15673,NEVES,DS,2007,Ignition Entertainment,0.01,0
15674,Unreal Tournament 2004,PC,2004,Atari,0,0.01
15675,NBA 07,PS2,2006,Sony Computer Entertainment,0.01,0.01
15676,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Nippon Ichi Software,0,0
15677,Rogue Trooper,XB,2006,Eidos Interactive,0.01,0
15678,Spirits & Spells,GC,2003,Wanadoo,0.01,0
15679,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Namco Bandai Games,0,0
15680,Balls of Fury,DS,2007,Zoo Digital Publishing,0.02,0
15681,50 Classic Games,3DS,2012,Avanquest Software,0,0.02
15682,The Longest Journey,PC,1999,Empire Interactive,0,0.01
15683,Eyeshield 21: Portable Edition,PSP,2006,Konami Digital Entertainment,0,0
15684,Stronghold Legends,PC,2006,Take-Two Interactive,0,0.01
15685,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Konami Digital Entertainment,0,0
15686,Machi: Unmei no Kousaten,PSP,2006,ChunSoft,0,0
15687,Winning Post 8 2016,PS4,2016,Tecmo Koei,0,0
15688,Golden Nugget Casino DS,DS,2005,Majesco Entertainment,0.02,0
15689,Machi-ing Maker 4,PS3,2011,D3Publisher,0,0
15690,World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Misawa,0,0
15691,Pirates PlundArrr,Wii,2010,Majesco Entertainment,0.02,0
15692,Robotics;Notes,PSV,2014,5pb,0,0
15693,Ketsui Death Label,DS,2008,Arika,0,0
15694,Prince of Stride,PSV,2015,Kadokawa Games,0,0
15695,Syberia II,PC,2004,MC2 Entertainment,0,0.01
15696,SD Gundam Force,GBA,2004,Namco Bandai Games,0.01,0
15697,Mechanic Master 2,DS,2010,Crave Entertainment,0.02,0
15698,Dungeons - The Dark Lord,PC,2011,Kalypso Media,0,0.01
15699,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Quinrose,0,0
15700,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,N/A,Konami Digital Entertainment,0,0
15701,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,D3Publisher,0,0
15702,Lost: Via Domus,PC,2008,Ubisoft,0,0.01
15703,Monster High 13 Wishes,3DS,2013,Little Orbit,0,0.02
15704,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Russel,0,0
15705,Planetarian: Chiisana Hoshi no Yume,PSP,2009,Prototype,0,0
15706,Roommate Asami: Okusama wa Joshikousei,PS2,2002,Datam Polystar,0,0
15707,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,D3Publisher,0.01,0
15708,Sarah: Keeper of the Unicorn,DS,2009,DreamCatcher Interactive,0.02,0
15709,Pirates: Legend of the Black Buccaneer,PS2,2006,10TACLE Studios,0.01,0.01
15710,Back to the Future: The Game,XOne,2015,Telltale Games,0,0.02
15711,Post Mortem,PC,2003,Microids,0,0.01
15712,Ultraman Star Chronicles,PSP,2013,Namco Bandai Games,0,0
15713,Ginga Tetsudou 999 DS,DS,2010,Culture Brain,0,0
15714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Namco Bandai Games,0,0
15715,Amagoushi no Yakata,PS2,2007,Nippon Ichi Software,0,0
15716,Aedis Eclipse: Generation of Chaos,PSP,2006,Idea Factory,0.02,0
15717,This War of Mine,PS4,2016,Deep Silver,0,0.01
15718,Franklin: A Birthday Surprise,PS2,2006,Game Factory,0.01,0.01
15719,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Idea Factory,0,0
15720,Without Warning,XB,N/A,Capcom,0.01,0
15721,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Neko Entertainment,0,0.01
15722,Suzunone Seven: Rebirth Knot,PS2,2010,Alchemist,0,0
15723,Arslan: The Warriors of Legend,XOne,2016,Tecmo Koei,0.01,0
15724,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Idea Factory,0,0
15725,Zoids Dash,DS,2006,Tomy Corporation,0,0
15726,Digimon Rumble Arena,PS,2001,Namco Bandai Games,0.01,0.01
15727,Vitamin X Evolution Plus,PSP,2010,D3Publisher,0,0
15728,Disciples III: Renaissance,PC,2010,Kalypso Media,0,0.01
15729,Revolution: 25th Anniversary Collection,PC,2016,Koch Media,0,0.02
15730,MX vs. ATV Supercross Encore,XOne,2015,Nordic Games,0.02,0
15731,Final Fight: Streetwise,XB,2006,Capcom,0.01,0
15732,Goblin Commander: Unleash the Horde,GC,2003,Jaleco,0.01,0
15733,Super Speed Machines,DS,2009,Midas Interactive Entertainment,0.02,0
15734,Nano Diver,PSP,2011,Takara Tomy,0,0
15735,Elkrone no Atelier: Dear for Otomate,PSP,2012,Idea Factory,0,0
15736,DJ Star,DS,2009,Deep Silver,0.01,0
15737,Top Gear RPM Tuning,XB,2005,Wanadoo,0.01,0
15738,Cookie & Cream,DS,2007,505 Games,0.01,0
15739,Memories Off: Yubikiri no Kioku,X360,2010,5pb,0,0
15740,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,GungHo,0,0
15741,Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Unknown,0.02,0
15742,Football Manager 2007,X360,N/A,Sega,0,0.01
15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Namco Bandai Games,0,0
15744,Elven Legacy Collection,PC,2010,Paradox Interactive,0,0.01
15745,My Ballet Studio,DS,2009,505 Games,0.01,0
15746,Postman Pat: Special Delivery Service,DS,2009,GSP,0,0.01
15747,Cross + Channel,PSP,2010,CyberFront,0,0
15748,LEGO Star Wars II: The Original Trilogy,PC,2006,Activision,0,0.01
15749,Summer Challenge: Athletics Tournament,Wii,2011,PQube,0,0.01
15750,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Namco Bandai Games,0,0
15751,Just Cause,PC,2006,Eidos Interactive,0,0.01
15752,Abunai: Koi no Sousa Shitsu,PSV,2015,Asgard,0,0
15753,Blazing Angels: Squadrons of WWII,PC,2006,Ubisoft,0.01,0
15754,Let's Yoga!,DS,2007,Konami Digital Entertainment,0,0
15755,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Marvelous Interactive,0,0
15756,Memories Off: Yubikiri no Kikou,PSP,2011,5pb,0,0
15757,L.G.S: Shinsetsu Houshinengi,PSP,2012,Idea Factory,0,0
15758,Battle Engine Aquila,XB,2003,Atari,0.01,0
15759,Turbo: Super Stunt Squad,Wii,2013,D3Publisher,0,0.02
15760,Hurry Up Hedgehog!,DS,2009,O-Games,0.02,0
15761,Hands On! Tangrams,DS,2009,Storm City Games,0.02,0
15762,Puzzle Chronicles,DS,2010,Konami Digital Entertainment,0.01,0
15763,Discworld II: Mortality Bytes!,PS,1996,Psygnosis,0.01,0.01
15764,One Piece Mansion,PS,2001,Capcom,0.01,0.01
15765,Uchi no 3 Shimai DS,DS,2008,Culture Brain,0,0
15766,Divinity: Original Sin,PC,2014,Focus Home Interactive,0,0.02
15767,Soul Eater: Monotone Princess,Wii,2008,Square Enix,0,0
15768,Strike Witches: Shirogane no Tsubasa,X360,2010,CyberFront,0,0
15769,Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Crave Entertainment,0.01,0
15770,Still Life 2,PC,2009,Rondomedia,0,0.01
15771,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Hudson Soft,0,0
15772,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Idea Factory,0,0
15773,Moujuutsukai to Oujisama,PS2,2010,Idea Factory,0,0
15774,Root Infinity Rexx,PSV,2015,Idea Factory,0,0
15775,Cube,PSP,2007,D3Publisher,0.02,0
15776,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Sunrise Interactive,0,0
15777,Army Men: Major Malfunction,XB,2006,Global Star,0.01,0
15778,Dunamis 15,X360,2011,5pb,0,0
15779,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Gakken,0,0
15780,Worms World Party,PC,2001,Virgin Interactive,0,0.01
15781,Yoake Yori Ruriiro na Portable,PSP,2010,Kadokawa Shoten,0,0
15782,Big Bass Fishing,PS,2002,Take-Two Interactive,0,0
15783,Reine des Fleurs,PSV,2015,Idea Factory,0,0
15784,Gears of War,PC,2007,Microsoft Game Studios,0,0.01
15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Taito,0,0
15786,Namco Museum 50th Anniversary (JP sales),PS2,2005,Namco Bandai Games,0,0
15787,Gummy Bears Magical Medallion,Wii,2011,Storm City Games,0.02,0
15788,Colin McRae Rally 2005,PC,2004,Codemasters,0,0.01
15789,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Gust,0,0
15790,LEGO Star Wars: The Video Game,PC,2005,Eidos Interactive,0,0.01
15791,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,N/A,0,0
15792,Dark Void,PC,2010,Capcom,0,0.01
15793,Chou!! Super Nep League DS,DS,2008,Jaleco,0,0
15794,Irritating Stick,PS,1998,Saurus,0.01,0.01
15795,WTA Tour Tennis,GBA,2002,Konami Digital Entertainment,0.01,0
15796,Kaleidoeve,PSV,2015,HuneX,0,0
15797,Judge Dredd: Dredd Vs Death,XB,2003,Vivendi Games,0.01,0
15798,Star Trek: Legacy,PC,2006,Ubisoft,0,0.01
15799,NHL 16,X360,2015,Electronic Arts,0,0.02
15800,Wall-E,PC,2008,THQ,0,0.01
15801,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,D3Publisher,0,0
15802,Davis Cup Tennis,GBA,2002,Ubisoft,0.01,0
15803,Pro Rally,GC,2002,Ubisoft,0.01,0
15804,XCOM 2,XOne,2016,Take-Two Interactive,0.01,0.01
15805,Football Academy,DS,2009,Electronic Arts,0,0.01
15806,Kimi ni Todoke: Sodateru Omoi,DS,2009,Banpresto,0,0
15807,Call of Duty: Modern Warfare Trilogy,X360,2016,Activision,0.01,0.01
15808,Let's Pilates!,DS,2007,Konami Digital Entertainment,0.02,0
15809,Memories Off #5: Encore,PS2,2007,CyberFront,0,0
15810,Brave Story: Boku no Kioku to Negai,DS,2006,Namco Bandai Games,0,0
15811,Zombie Hunters 2,PS2,2006,Essential Games,0,0
15812,WRC 5: FIA World Rally Championship,X360,2015,Bigben Interactive,0,0.02
15813,Custom Drive,PSP,2012,D3Publisher,0,0
15814,Ferrari: The Race Experience,Wii,N/A,System 3 Arcade Software,0,0.01
15815,Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009,Revolution (Japan),0,0
15816,Achtung Panzer: Kharkov 1943,PC,2010,Mamba Games,0,0.01
15817,Konductra,DS,2006,O3 Entertainment,0.02,0
15818,Samurai Jack: The Shadow of Aku,GC,2004,Sega,0.01,0
15819,Winning Post 7 2013,PSV,2013,Tecmo Koei,0,0
15820,Platypus,PSP,2006,Funsta,0.02,0
15821,Command & Conquer 4: Tiberian Twilight,PC,2010,Electronic Arts,0,0.01
15822,The Incredibles: Rise of the Underminer,PC,2005,THQ,0.01,0
15823,Winter Sports 3: The Great Tournament,X360,2010,Tradewest,0,0.01
15824,Farm Frenzy,PC,2008,Mumbo Jumbo,0.01,0
15825,Ore wa Shoujo Mangaka,PSP,2012,Giza10,0,0
15826,Busou Renkin: Youkoso Papillon Park e,PS2,2007,Marvelous Interactive,0,0
15827,A Vampyre Story,PC,2008,Crimson Cow,0,0.01
15828,Puyo Puyo Tetris,WiiU,2014,Sega,0,0
15829,Exhibition Volume 6,XB,2004,Microsoft Game Studios,0.01,0
15830,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Sega,0,0
15831,The Haunted: Hell's Reach,PC,2011,Visco,0.02,0
15832,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Capcom,0,0
15833,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Disney Interactive Studios,0,0
15834,LifeSigns: Surgical Unit,DS,2005,JoWood Productions,0.01,0.01
15835,I Love Horses: Rider's Paradise,Wii,2010,Destineer,0.02,0
15836,Kao the Kangaroo Round 2,GC,2005,JoWood Productions,0.01,0
15837,Majesty 2 Collection,PC,2011,Paradox Interactive,0,0.01
15838,Sniper Elite,PC,2005,MC2 Entertainment,0,0.01
15839,The Dark Hills of Cherai,PC,2009,Unknown,0,0.01
15840,FIFA Soccer 08,PC,2007,Electronic Arts,0,0.01
15841,Zoey 101: Field Trip Fiasco,DS,2007,THQ,0.02,0
15842,Dream C Club: GoGo,PS3,2014,D3Publisher,0,0
15843,Battle Spirits: Hero's Soul,PSP,2010,Namco Bandai Games,0,0
15844,Usavichi: Game no Jikan,DS,2011,Namco Bandai Games,0,0
15845,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Alchemist,0,0
15846,Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Nintendo,0,0
15847,White Album 2: Shiawase no Mukougawa,PSV,2013,Aqua Plus,0,0
15848,W.L.O. Sekai Renai Kikousen,X360,2010,5pb,0,0
15849,Psychedelica of the Black Butterfly,PSV,2015,Idea Factory,0,0
15850,Final Fantasy XI: All-In-One Pack 2006,X360,2006,Square Enix,0,0
15851,Joint Operations: Combined Arms,PC,2009,NovaLogic,0.01,0
15852,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Alvion,0,0
15853,Winning Post 7: Maximum 2007,PS3,2007,Tecmo Koei,0,0
15854,Monster Trux Offroad,Wii,2007,Popcorn Arcade,0.01,0
15855,Assault Suit Leynos,PS4,2016,Rising Star Games,0.01,0
15856,Dragon Booster,DS,2005,Konami Digital Entertainment,0.02,0
15857,Germany's Next Topmodel 2011,DS,2011,7G//AMES,0,0.01
15858,Drakensang: The Dark Eye,PC,2009,Eidos Interactive,0.01,0
15859,Storm Lover 2nd,PSP,2013,D3Publisher,0,0
15860,Kadenz fermata//Akkord:fortissimo,PSV,2014,5pb,0,0
15861,DuckTales: Remastered,PC,2013,Capcom,0,0.01
15862,Transformers: Prime,Wii,2012,Activision,0,0.01
15863,Contrast,PC,2013,Focus Home Interactive,0,0.01
15864,Arcana Famiglia 2,PSP,2013,Comfort,0,0
15865,Taishou Moebius Line Vitable,PSV,2016,dramatic create,0,0
15866,Gaist Crusher God,3DS,2014,Capcom,0,0
15867,Shinkyoku Soukai Polyphonica,PS2,2007,Prototype,0,0
15868,PDC World Championship Darts 2008,DS,N/A,Unknown,0.01,0
15869,San Goku Shi DS 2,DS,2007,Tecmo Koei,0,0
15870,Strongest Tokyo University Shogi DS,DS,1985,Mycom,0,0
15871,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Tecmo Koei,0,0
15872,Elven Legacy,PC,2009,Paradox Interactive,0.01,0
15873,V-Rally 3,XB,2003,Atari,0.01,0
15874,Full House Kiss 2,PS2,2006,Capcom,0,0
15875,Dead to Rights,GBA,2004,Zoo Digital Publishing,0.01,0
15876,Thunder Force VI,PS2,2008,Sega,0,0
15877,Majesty 2: The Fantasy Kingdom Sim,PC,2009,Paradox Interactive,0.01,0
15878,Turbo: Super Stunt Squad,3DS,2013,D3Publisher,0,0.01
15879,Dinotopia: The Sunstone Odyssey,GC,N/A,Unknown,0.01,0
15880,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010,Paon,0,0
15881,Dance! It's Your Stage,Wii,N/A,DTP Entertainment,0,0.01
15882,PachiPara 3D,3DS,2011,Irem Software Engineering,0,0
15883,Command & Conquer Collection,PC,2003,Electronic Arts,0.01,0
15884,Kiss Bell,PSV,2014,Giga,0,0
15885,Earth Defense Force 2017 (old JP sales),X360,2006,D3Publisher,0,0
15886,Sengoku Hime: Senran ni Mau Otometachi,PS2,2009,Yeti,0,0
15887,GTI Club: Supermini Festa!,Wii,2010,Konami Digital Entertainment,0.01,0
15888,MuvLuv Double Pack,PSV,2016,5pb,0,0
15889,Koihime Enbu,PS4,2016,Yeti,0,0
15890,Romance of the Three Kingdoms XII,WiiU,2012,Tecmo Koei,0,0
15891,Worldwide Soccer Manager 2006,PC,2004,Sega,0,0.01
15892,Sora no Otoshimono Forte: Dreamy Season,DS,2011,Kadokawa Shoten,0,0
15893,Mission: Impossible - Operation Surma,GC,2004,Atari,0.01,0
15894,Trigger Man,GC,2004,Crave Entertainment,0.01,0
15895,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006,Takara Tomy,0,0
15896,Hiiro no Kakera Portable,PSP,2008,Idea Factory,0,0
15897,Antz Extreme Racing,XB,2002,Empire Interactive,0.01,0
15898,Enemy Territory: Quake Wars,PC,2007,Activision,0.01,0
15899,Truck Racer,Wii,2009,Nordic Games,0,0.01
15900,The Sims 4: Luxury Party Stuff,PC,2015,Electronic Arts,0,0.01
15901,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,2008,ASCII Media Works,0,0
15902,Triggerheart Exelica,DC,2007,Warashi,0,0
15903,Jet Impulse,DS,N/A,Nintendo,0,0
15904,Games Explosion!,GBA,2006,THQ,0.01,0
15905,Tennis no Oji-Sama: Card Hunter,PS2,2007,Konami Digital Entertainment,0,0
15906,Portable Island: Tenohira Resort,PSP,2006,Namco Bandai Games,0,0
15907,Night Wizard the Video Game: Denial of the World,PS2,2008,5pb,0,0
15908,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008,Irem Software Engineering,0,0
15909,Tokyo Friend Park II DS,DS,2006,Rocket Company,0,0
15910,Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015,5pb,0,0
15911,Adventure Time: The Secret of the Nameless,3DS,2014,Little Orbit,0.01,0
15912,Kao the Kangaroo Round 2,PS2,2005,JoWood Productions,0.01,0.01
15913,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010,Idea Factory,0,0
15914,Robopon 2: Ring Version,GBA,2001,Hudson Entertainment,0.01,0
15915,Evil Genius,PC,2004,Vivendi Games,0,0.01
15916,Dragon Tales: Dragon Adventures,GBA,2003,NewKidCo,0.01,0
15917,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,2008,System Soft,0,0
15918,Dream Dancer,DS,N/A,N/A,0.01,0
15919,Powerbike,DS,2009,Majesco Entertainment,0.01,0
15920,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011,Gust,0,0
15921,Magic Encyclopedia: Moonlight,DS,2010,Foreign Media Games,0,0.01
15922,Rayman 10th Anniversary,GBA,2005,Ubisoft,0.01,0
15923,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,Starfish,0,0
15924,Online Chess Kingdoms,PSP,2006,Konami Digital Entertainment,0.01,0
15925,Gaku ? Ou: The Royal Seven Stars,PSP,2012,Alchemist,0,0
15926,Pillars of Eternity,PC,2014,Paradox Interactive,0,0.01
15927,RollerCoaster Tycoon: Gold Edition,PC,2002,Infogrames,0.01,0
15928,Professional Farmer 2016,PS4,2015,Namco Bandai Games,0,0.01
15929,Storm Lover Kai!!,PSP,2012,D3Publisher,0,0
15930,Race Driver: Create & Race,DS,2007,Codemasters,0.01,0
15931,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Konami Digital Entertainment,0,0
15932,Minna to Issho,PSV,2011,Sony Computer Entertainment,0,0
15933,Harukanaru Toki no Naka de 6,PSP,2015,Tecmo Koei,0,0
15934,Hummer Badlands,XB,2006,Global Star,0.01,0
15935,I Doll U,PSV,2015,Idea Factory,0,0
15936,Enkaku Sousa: Sana e no 23 Hiai,PSP,2009,Sony Computer Entertainment,0,0
15937,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008,Takara Tomy,0,0
15938,Pippa Funnell 2: Farm Adventures,DS,2007,Ubisoft,0,0.01
15939,Iron Soldier 3,PS,1999,Telegames,0.01,0.01
15940,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Tecmo Koei,0,0
15941,Space Invaders Revolution,DS,2005,Rising Star Games,0.01,0
15942,Barbie and Her Sisters Puppy Rescue,PS3,2015,Namco Bandai Games,0,0.01
15943,Worms: WMD,PS4,2016,Sold Out,0.01,0.01
15944,Myst,PSP,2006,Midway Games,0,0.01
15945,UNO 52,DS,2006,Zoo Digital Publishing,0.01,0
15946,Tiger & Bunny: Hero's Day,PSP,2013,D3Publisher,0,0
15947,Storm Lover 2nd V,PSV,2016,D3Publisher,0,0
15948,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014,Prototype,0,0
15949,Touhou Genso Rondo: Bullet Ballet,PS4,2016,Nippon Ichi Software,0.01,0
15950,Accel World: Kasoku no Chouten,PS3,2013,Namco Bandai Games,0,0
15951,Poupee Girl DS,DS,2009,Alvion,0,0
15952,Pachinko Kaou: Misora Hibari,PS2,2007,Hackberry,0,0
15953,Just Cause,PS2,2006,Eidos Interactive,0.01,0.01
15954,Choro Q,PS2,2003,Zoo Digital Publishing,0.01,0.01
15955,Narcissus: Moshimo Ashita ga Runara,PSP,2010,Kadokawa Shoten,0,0
15956,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015,Namco Bandai Games,0,0
15957,IHRA Drag Racing: Sportsman Edition,XB,2006,Bethesda Softworks,0.01,0
